Title,Lyrics
에잇 (eight) (Acoustic),"So are you happy now (happy now)
Finally happy now yeah (yeah)
뭐 그대로야 난 (그대로야 난)
다 잃어버린 것 같아
모든 게 맘대로 왔다가 인사도 없이 떠나
이대로는 무엇도 사랑하고 싶지 않아
다 해질 대로 해져버린
기억 속을 여행해
우리는 오렌지 태양 아래
그림자 없이 함께 춤을 춰
정해진 이별 따위는 없어
아름다웠던 그 기억에서 만나
Forever young
우우우 우우우우 우우우 우우우우
Forever we young
우우우 우우우우
이런 악몽이라면 영영 깨지 않을게 (슈가)
섬 그래 여긴 섬 서로가 만든 작은 섬
예 음 forever young 영원이란 말은 모래성
작별은 마치 재난문자 같지
그리움과 같이 맞이하는 아침
서로가 이 영겁을 지나
꼭 이 섬에서 다시 만나
지나듯 날 위로하던 누구의 말대로 고작
한 뼘짜리 추억을 잊는 게 참 쉽지 않아
시간이 지나도 여전히
날 붙드는 그 곳에
우리는 오렌지 태양 아래
그림자 없이 함께 춤을 춰
정해진 안녕 따위는 없어
아름다웠던 그 기억에서 만나
우리는 서로를 베고 누워
슬프지 않은 이야기를 나눠
우울한 결말 따위는 없어
난 영원히 널 이 기억에서 만나
Forever young
우우우 우우우우 우우우 우우우우
Forever we young
우우우 우우우우
이런 악몽이라면 영영 깨지 않을게"
Every Sweet Day,"Hey boy, what you gonna do for me, honey?
내 방안에 내 손끝에 닿는 곳에 하나 둘씩 늘어가는 나보다 큰 선물들
조심스레 만지고 새 하얀 이불에 살며시 숨어서 편지를 쓰고
오랜만에 써내려 간 편지 한 장 내 맘 모두 적어보고 수줍은 끝 인사로
사랑한단 글씨에 아무도 모르게 키스를 담아요
Everyday like a sweet day find the day Oh the fine day
눈 뜨면 보고 싶고 만나면 안고 싶고 나도 몰래 어느새 사랑에 빠져버렸죠
Love you forever 그 어떤 것보다 더 소중한 그댄 내 선물
내게 사준 곰인형을 품에 안고 그대 이름 불러보고 한참을 웃음질 때
머리맡에 놓아둔 하늘에 흰 구름 모양의 전화가 소리내 울고
그대만을 반겨주는 내 전화기 내 두 볼에 멀어질 때 다정한 끝 인사로
사랑한단 그 말에 그대를 따라서 사랑을 말해요
Everyday like a sweet day find the day Oh the fine day
눈 뜨면 보고 싶고 만나면 안고 싶고 나도 몰래 어느새 사랑에 빠져버렸죠
Love you forever 그 어떤 것보다 더 소중한 그댄 내 선물
매일 매일 내가 잠들기 전에 내 꿈에 먼저 온 그대 모습
날 기다린 그 기나긴 그 시간만큼 그보다 더 그댈 사랑해요
Everyday like a sweet day find the day Oh the fine day
날 보면 웃어주는 웃으면 설레이는 이 시간이 영원히 끝나지 않길 바래요
Love you forever 내 마음속에는 언제나 그대 하나 뿐
Everyday like a sweet day find the day Oh the fine day
눈 뜨면 보고 싶고 만나면 안고 싶고 나도 몰래 어느새 사랑에 빠져버렸죠
Love you forever 그 어떤 것보다 더 소중한 그댄 내 선물
Everyday like a sweet day"
을의 연애  (Love of B),"
뻔히 봐놓고 답장은 안 해
얼마나 바쁘시길래
끝나고 뭐해 얼굴 좀 볼까
오늘 우리 얘기 좀 해
[Verse 2]
언뜻 패턴은 비슷하지만
연애 초기 그것관 달라
모른 척 해도 이건 더 이상
밀고 당기기가 아냐
[Chorus]
미묘한 신경전들이
더는 필요치 않은 사이
늘어질 대로 늘어져가는
Running time
[Verse 3]
눈칠 살피며 시간만 끌어
애태우는 저의가 뭐야
유통기한은 끝난 지 오래
상해도 한참 상했지
[Chorus]
혀 끝을 지나기도 전에
벌써 지루해져 버린 내 이름
애인스럽게 불려본 게
언제던가 짠해
[Verse 4]
다시 끓기도 푹 식히기도
뜻뜨미적지근한 온도
끝이 보이질 않는 이 눈치 게임
하루도 더 못해 그래 내가 졌어
에라이 비겁한 남자야"
Monday Afternoon,"「久しぶりだね」
変わらない口調が
昔のままで
私もきっとそのまま
無理に気を遣う必要すらもない
どうしよう?　ちょっと　I'm feelin' so right
忘れていたハズなのに
Say!
Oh Oh Woh, Oh Oh No!
まだ心地がいい
どうしよう　what can I do?
Oh Oh Woh, Oh Oh No!
君はどうなの?
Tell me what is on your mind
執着は
しないほうだけど
何故なんだろう
You're just on my mind
懐かしいその
君のフレグランスが
少し美化した
記憶引き出してノスタルジック
このカンジも、ねぇ?　ぶっちゃけ悪くない
どうしよう?　ちょっと　I'm feelin' so right
忘れていたハズなのに
Say!
Oh Oh Woh, Oh Oh No!
まだ心地がいい
どうしよう what can I do?
Oh Oh Woh, Oh Oh No!
君はどうなの?
Tell me what is on your mind
執着は
しないほうだけど
何故なんだろう
You're just on my mind
ふざけあって簡単に
距離を縮めないで
まるであの頃のよう
気持ち戻っちゃいそうで
Hey, what is on your mind?
Hey, I wanna know
ねぇ? tell me what is on your mind
同じ気持ちなの?
Say!
Oh Oh Woh, Oh Oh No!
まだ心地がいい
どうしよう　what can I do?
Oh Oh Woh, Oh Oh No!
君はどうなの?
Tell me what is on your mind
執着は
しないほうだけど
何故なんだろう
You're just on my mind
Say!
Oh Oh Woh, Oh Oh No!
まだ心地がいい
どうしよう　what can I do?
Oh Oh Woh, Oh Oh No!
君はどうなの?
Tell me what is on your mind
執着は
しないほうだけど
何故なんだろう
You're just on my mind
昔とは少し形が違うけど
あともう少しだけでいい
このままでいたいだけ"
크레파스 (Crayon),"
지금 봄인지 가을인지 몰라요
한겨울이라면 또 어때요
녹아 다 없어질 만큼
온종일 만져주는 걸
요즘 날씨가 정말 좋네요
아니래도 사실 알게 뭐야
서울 공기가 이렇게나 달콤했었나요
[Pre-Chorus]
우, 뭐든지 그려요
다 돼줄게요 크레파스처럼 색칠해요
Black or yellow 그려줘요
아무도 보지 못한
그대 맘 속 판타지를 내게만 oh love
[Chorus]
Sweet line 그려줘요
Touch line 만져줘요
머릿결 한 올 한 올까지 다
부드럽게 sweet line 속삭여줘
Feel line 다듬어줘
아프지 않을 만큼 두 손에 가득 담아줘
우우 예
[Pre-Chorus]
근데 정말 그렇게 내가 좋나요
이유를 콕 집어 말해줘요
대체 나의 어떤 모습이 그대 맘을 홀렸을까
하루에도 몇 번씩 묻는 내가
귀찮아도 대답해줘 love
[Chorus]
Sweet line 그려줘요
Touch line 만져줘요
손가락 마디마디까지 다
부드럽게 sweet line 속삭여줘
Feel line 다듬어줘
아프지 않을 만큼 두 손에 가득 담아 줘
우우 예
[Bridge]
크레파스 얼룩들이 그대 손에 다 묻어
끈적거릴 때까지 아이처럼 계속
우 뭐든지 그려요
다 돼줄게요 크레파스처럼 색칠해요
Black or yellow 그려줘요
[Chorus]
Sweet line 그려줘요
Touch line 만져줘요
머릿결 한 올 한 올까지 다
부드럽게 sweet line 속삭여줘
Feel line 다듬어줘
아프지 않을 만큼 두 손에 가득 담아줘"
Love Attack,"다가와 줄래 날 안아 줄래
소원은 하나 뿐이야
Be My Love
IU IU IU IU Say me
Digi digi digi digi digi digi
Digi digi digi digi digi jum jum
IU~
Love Attack
오늘은 왜 이렇게 전화를 안할까 (why)
겁쟁이 같이 겁이 많니
아님 내 생각이 나지 않니
(늦은밤 울렸던 너의 벨소리가)
들리지 않아
잠도 들지 못하고 자꾸 불안해
(내 맘을 들켜 버린걸까)
알면 누가 내게 말해줘
답답해 궁금해 미치겠어
Be my love 빨리 빨리 전화해
Be my love 내가 보고 싶을때 (love attack)
기다리게 하다 삐치면 어떡할라고
Be my love 망설이지 말고 전화해
Tag tag tag tag Love Attack tag tag
Tag tag tag tag Love Attack tag tag
한 주에 한 번은 꼭 약속을 정하지 (why)
만나면 관심없는 척 해
통화 할땐 너무 착한척 해
(이랬다 저랬다 너의 줄다리기)
관심이 없어
어지러워 헷갈려 자꾸 멍해져
(알면서 빠져 버린걸까)
알면 누가 내게 말해줘
답답해 궁금해 미치겠어
Be my love 빨리 빨리 전화해
Be my love 내가 보고 싶을 때 (love attack)
기다리게 하다 삐치면 어떡할라고
Be my love 망설이지 말고 전화해
Tag tag tag tag Love Attack tag tag
Tag tag tag tag Love Attack tag tag
Oh love attack oh love love attack
Oh love attack oh love love attack
나난나나나 나난나나나
나난나나나 나(now ah)
나난나나나 나난나나나
나난나나나 (say me)
나나나나나나나 (say me)
이젠 너의 마음 전부 알고 싶어
이젠 너의 사랑 너무 갖고 싶어
정말로 간절하게 정말로 부탁할게
Ring my bell
Be my love 빨리 빨리 전화해
Be my love 내가 보고 싶을 때 (love attack)
기다리게 하다 삐치면 어떡할라고
Be my love 망설이지 말고 전화해
Be my love 빨리 빨리 전화해
Be my love 내가 보고 싶을 때 (love attack)
기다리게 하다 삐치면 어떡할라고
Be my love 망설이지 말고 전화해 (love)
Tag tag tag tag Love Attack Tag Tag
Tag tag tag tag Love Attack Tag Tag
Tag tag tag tag Love Attack Tag Tag
Tag tag tag tag Love Attack Tag Tag"
나만 몰랐던 이야기 (Only I Didn’t Know),"
정말 넌 다 잊었더라
반갑게 날 보는 너의 얼굴 보니
그제야 어렴풋이 아파오더라
새 살 차오르지 못한 상처가
[Pre-Chorus]
눈물은 흐르질 않더라
이별이라 하는 게 대단치도 못해서
이렇게 보잘것없어서
[Chorus]
좋은 이별이란 거
결국 세상엔 없는 일이라는 걸
알았다면 그때 차라리 다 울어둘 걸
그때 이미 나라는 건
네겐 끝이었다는 건
나만 몰랐었던 이야기
[Verse 2]
사랑은 아니었더라
내 곁에 머물던 시간이었을 뿐
이제야 어렴풋이 알 것만 같아
왜 넌 미안했어야만 했는지
[Pre-Chorus]
내가 너무 들떴었나 봐
떠나는 순간마저 기대를 했었다니
얼마나 우스웠던 거니
[Chorus]
좋은 이별이란 거
결국 세상엔 없는 일이라는 걸
알았다면 그때 차라리 다 울어둘 걸
그때 이미 나라는 건
네겐 끝이었다는 건
나만 몰랐었던 이야기"
Everything’s Alright,"
Everything's alright
If you hold me tight
나는 괜찮아 너만 있으면
Like a sunny day
Such a wonderful day
내가 아는 넌 그런 사람인 걸
[Verse 1]
좋은 날씨잖아
약속도 없이 외로운 holiday
시간도 멈춰 있어
괜히 짜증만 나
이런 날 보고 어쩌란 말인지
네가 없인 아무것도 안되잖아
[Chorus]
Everything's alright
If you hold me tight
나는 괜찮아 너만 있으면
Like a sunny day
Such a wonderful day
내가 아는 넌 그런 사람인 걸
[Verse 2]
여자 자존심에
먼저 전화하긴 좀 그렇잖아
지금도 난 기다려
나를 잘 알잖아
못 이기는 척 전화해주면 돼
알면서 괜히 그래
[Chorus]
Everything's alright
If you hold me tight
나는 괜찮아 너만 있으면
Like a sunny day
Such a wonderful day
내가 아는 넌 그런 사람인 걸
[Bridge]
우리가 지금까지 나눈 말
뻔한 거짓말이 아니야
Everything's alright
If you hold me tight
나는 괜찮아 너만 있으면
완전 보고 싶어 미치도록 말이야
[Post-Chorus]
Everything's alright
If you hold me tight
나는 괜찮아 너만 있으면
Like a sunny day
Such a wonderful day
Everything's alright
If you hold me tight
나는 괜찮아 너만 있으면
After day by day
Soon a smiley day"
기차를 타고 (Taking a traing),"
어디로 가는지 어디에서 멈출지
모르고 기차를 탔어
이별이 아파서 버릴 곳을 찾아서
무작정 기차를 탔어
창가에 비치는 눈물
모두 닦아낸 후에 다시 잘 돌아올거야
하나 둘 셋 하고 고개를 돌렸을 때
[Chorus]
우리 사랑을 했던
기억 다 사라지기를
더 울기도 싫어 그만 그치고 싶어
그러니까
나 이제는 널 잊을래 기차를 타고
[Verse 2]
바람에 날리는 사진 사진속의
너와 나 왠지 슬프게만 보여
하나 둘 셋 하고 고개를 돌렸을 때
[Chorus]
우리 사랑을 했던
기억 다 사라지기를
더 울기도 싫어 그만 그치고 싶어
그러니까
나 이제는 널 잊을래 기차를 타고
[Verse 3]
아무도 모르는 너만이 아는
아픈 이별 여행
널 사랑한만큼 사랑했던
그만큼 미워해야 하는 일
[Outro]
정말 힘이 들겠지만
더 울기도 싫어 그만 그치고 싶어
그러니까
나 이제는 널 잊을래
새하얗게 널 지울래
기차를 타고"
한낮의 꿈 (Daydream),"
밉게 우는 건 이제 그만 할까
이대로 어디로든 갈까
아니면 눈을 감을까
[Verse 2: Yang Hee Eun]
그렇게 아픈 건 잊어지지 않아
시간에 기대어 봐, 가만
한낮에 꿈을 꾸듯이
[Pre-Chorus: Both]
살랑 바람이 가만히
날 어루만져 눈물이 날려
[Chorus: Both]
같이 있으면
마음을 읽어주는 사람
그래 줄 사람 어디 없나
비가 내리면
햇살을 대신하는 사람
늘 같은 사람 어디쯤 있나
[Verse 3: IU]
행여나 그 사람 내 곁으로 오면
하루 다 나를 안아주면
그때나 웃어나 볼까
[Pre-Chorus: Both]
나만 혼자란 생각만
안 들게 해줘 날 웃게 해줘
[Chorus: Both]
같이 있으면
마음을 읽어주는 사람
그래 줄 사람 어디 없나
비가 내리면
햇살을 대신하는 사람
늘 같은 사람 어디쯤 있나
[Verse 4: Yang Hee Eun]
행여나 그 사람 내 곁으로 오면
하루 다 나를 안아주면
그때나 웃어나 볼까
[Outro: Both]
졸리운 책은 덮어두고
한낮에 꿈을 꾸듯이"
느리게 하는 일 (What I’m Doing Slow),"
[Verse 1]
느리게 느리게 느리게
그대를 잊으려 해요
빠르게 빠르게
가는 시간보다 더
천천히 잊으려 해요
[Pre-Chorus]
그대가 알면
알게 된다면
서운할 지 몰라서
느릿느릿하게
잊는 버릇 들여가죠
[Chorus]
조금만 더 사랑할게요
조금만 더 기억할게요
바닥에 흘린 이
눈물이 마를 때까지만
오늘만 더 견뎌볼게요
오늘만 더 기다릴게요
내 생각나고 그러면
언제든지 보러 와줘요
[Verse 2]
싫은데 싫은데 싫은데
거짓말 하게 되네요
그래서 그래서
우리 헤어진 일을
아무도 모르고 있죠
[Pre-Chorus]
그대가 알면
알게 된다면
뭐라 할 지 몰라서
그댈 물어보면
잘 지낸다 대답하죠
[Chorus]
조금만 더 사랑할게요
조금만 더 기억할게요
바닥에 흘린 이
눈물이 마를 때까지만
오늘만 더 견뎌볼게요
오늘만 더 기다릴게요
내 생각나고 그러면
언제든지 보러 와줘요
[Bridge]
가끔은 그대가 미워요
문득 혼자라고 느껴질 때
별 거 아닌 일에
울고 말 때 그럴 때
[Chorus]
그래도 나 사랑할래요
그래도 나 기억할래요
이별이 남긴 이
아픔이 멈출 때까지만
며칠만 더 견뎌볼래요
며칠만 더 기다릴래요
언젠가는 돌아와
잘못했다 하고
미안하다 하고 다시
시작하자 할까 봐"
The Age of the Cathedrals,"
This is a tale that takes its place
In Paris fair, this year of grace
Fourteen hundred eighty two
A tale of lust and love so true
We are the artists of the time
We dream in sculpture dream in rhyme
For you we bring our world alive
So something will survive
[Chorus]
From nowhere came the age of the cathedrals
The old world began
A new unknown thousand years
For man just has to climb up where the stars are
And live beyond life
Live in glass and live in stone
[Verse 2]
Stone after stone, day after day
From year to year man had his way
Men had built with faith and love
These cathedrals rose above
We troubadours and poets sing
That love is all and everything
We promise you, all human kind
Tomorrow will be fine
[Chorus]
From nowhere came the age of the cathedrals
The old world began
A new unknown thousand years
For man just has to climb up where the stars are
And live beyond life
Live in glass and live in stone
From nowhere came the age of the cathedrals
The old world began
A new unknown thousand years
For man just has to climb up where the stars are
And live beyond life
Live in glass and live in stone
[Outro]
But it is doomed the age of the cathedrals
Barbarians wait
At the gates of Paris fair
Oh let them in, these pagans and these vandals
A wise man once said
In two thousand, this world ends
In two thousand, this world ends"
